who is the author of the book , `` the iron lady : a biography of margaret thatcher '' ?	HUM	(ROOT (SBARQ (WHNP (WP who)) (@SBARQ (SQ (VBZ is) (NP (NP (DT the) (NN author)) (PP (IN of) (NP (@NP (@NP (@NP (NP (DT the) (NN book)) (, ,)) (`` ``)) (NP (@NP (NP (DT the) (@NP (NN iron) (NN lady))) (: :)) (NP (NP (DT a) (NN biography)) (PP (IN of) (NP (NN margaret) (NN thatcher)))))) ('' ''))))) (. ?))))
0	0	forty-eight students who took over the president 's office at stanford university to advocate more minority faculty members and administrators pleaded no contest to trespassing charges and were sentenced to six months ' probation .	(ROOT (S (NP (NP (CD forty-eight) (NNS students)) (SBAR (WHNP (WP who)) (S (VP (@VP (@VP (@VP (VBD took) (PRT (RP over))) (NP (NP (DT the) (@NP (NN president) (POS 's))) (NN office))) (PP (IN at) (NP (NN stanford) (NN university)))) (S (VP (TO to) (VP (VB advocate) (NP (@NP (NP (JJR more) (@NP (NN minority) (@NP (NN faculty) (NNS members)))) (CC and)) (NP (NNS administrators)))))))))) (@S (VP (@VP (VP (@VP (VBD pleaded) (NP (DT no) (NN contest))) (PP (TO to) (NP (NN trespassing) (NNS charges)))) (CC and)) (VP (VBD were) (VP (VBN sentenced) (PP (TO to) (NP (NP (CD six) (@NP (NNS months) (POS '))) (NN probation)))))) (. .))))
0	0	stanford university has charged taxpayers $ <num> to refurbish a grand piano , $ <num> for a cedar -lined closet and $ <num> a month for flower arrangements at the official residence of the university 's president , according to congressional investigators .	(ROOT (S (@S (@S (@S (@S (S (NP (NN stanford) (NN university)) (VP (VBZ has) (VP (VBN charged) (S (NP (NP (NNS taxpayers)) (NP ($ $) (CD <num>))) (VP (TO to) (VP (VB refurbish) (NP (DT a) (@NP (JJ grand) (NN piano))))))))) (, ,)) (S (NP (NP ($ $) (CD <num>)) (PP (IN for) (NP (DT a) (NN cedar)))) (@S (: -) (VP (@VP (@VP (VBD lined) (NP (@NP (NP (NN closet)) (CC and)) (NP (NP ($ $) (CD <num>)) (NP (DT a) (NN month))))) (PP (IN for) (NP (NN flower) (NNS arrangements)))) (PP (IN at) (NP (NP (DT the) (@NP (JJ official) (NN residence))) (PP (IN of) (NP (NP (DT the) (@NP (NN university) (POS 's))) (NN president))))))))) (, ,)) (PP (VBG according) (PP (TO to) (NP (JJ congressional) (NNS investigators))))) (. .)))
0	0	the figures were discovered after federal auditors questioned millions of dollars that stanford had billed the government for government-backed research in recent years .	(ROOT (S (NP (DT the) (NNS figures)) (@S (VP (VBD were) (VP (VBN discovered) (SBAR (IN after) (S (NP (JJ federal) (NNS auditors)) (VP (VBD questioned) (SBAR (S (NP (NP (NNS millions)) (PP (IN of) (NP (NP (NNS dollars)) (SBAR (WHNP (WDT that)) (S (VP (VBD stanford))))))) (VP (VBD had) (VP (@VP (VBN billed) (NP (NP (DT the) (NN government)) (PP (IN for) (NP (JJ government-backed) (NN research))))) (PP (IN in) (NP (JJ recent) (NNS years)))))))))))) (. .))))
0	0	the office of naval research , which monitors payments to stanford for all government research , said thursday that a five -person team will be sent to palo alto to investigate allegations concerning the billing practices .	(ROOT (S (NP (@NP (@NP (@NP (NP (DT the) (NN office)) (PP (IN of) (NP (JJ naval) (NN research)))) (, ,)) (SBAR (WHNP (WDT which)) (S (VP (VBZ monitors) (S (NP (NNS payments)) (VP (TO to) (VP (VB stanford) (PP (IN for) (NP (DT all) (@NP (NN government) (NN research))))))))))) (, ,)) (@S (VP (@VP (VBD said) (NP-TMP (NNP thursday))) (SBAR (IN that) (S (NP (@NP (NP (DT a) (CD five)) (: -)) (NP (NN person) (NN team))) (VP (MD will) (VP (VB be) (VP (VBN sent) (S (VP (TO to) (VP (@VP (VB palo) (NP (NN alto))) (S (VP (TO to) (VP (VB investigate) (NP (NP (NNS allegations)) (PP (VBG concerning) (NP (DT the) (@NP (NN billing) (NNS practices))))))))))))))))) (. .))))
0	0	last week , faced with questions from the congressional investigators , stanford disclosed that the university had repaid $ <num> that it had erroneously charged the government for depreciation on a 72-foot yacht , complete with jacuzzi , as well as on other equipment .	(ROOT (S (NP (JJ last) (NN week)) (@S (, ,) (@S (S (VP (VBN faced) (PP (IN with) (NP (NP (NNS questions)) (PP (IN from) (NP (DT the) (@NP (JJ congressional) (NNS investigators)))))))) (@S (, ,) (@S (NP (NN stanford)) (@S (VP (VBD disclosed) (SBAR (IN that) (S (NP (DT the) (NN university)) (VP (VBD had) (VP (VBN repaid) (ADJP (ADJP ($ $) (JJ <num>)) (SBAR (IN that) (S (NP (PRP it)) (VP (@VP (VBD had) (ADVP (RB erroneously))) (VP (@VP (@VP (@VP (VBN charged) (NP (NP (DT the) (NN government)) (PP (IN for) (NP (NN depreciation))))) (PP (IN on) (NP (DT a) (@NP (JJ 72-foot) (NN yacht))))) (, ,)) (ADJP (JJ complete) (PP (@PP (@PP (PP (IN with) (NP (NN jacuzzi))) (, ,)) (CONJP (RB as) (@CONJP (RB well) (IN as)))) (PP (IN on) (NP (JJ other) (NN equipment))))))))))))))) (. .))))))))
0	0	congressional investigators now are sifting through thousands of vouchers at the university in preparation for a hearing early next year on the manner in which stanford has billed the government for overhead costs associated with government research .	(ROOT (S (NP (JJ congressional) (NNS investigators)) (@S (ADVP (RB now)) (@S (VP (VBP are) (VP (@VP (@VP (VBG sifting) (PP (IN through) (NP (NP (NNS thousands)) (PP (IN of) (NP (NP (NNS vouchers)) (PP (IN at) (NP (NP (DT the) (NN university)) (PP (IN in) (NP (NP (NN preparation)) (PP (IN for) (NP (DT a) (NN hearing)))))))))))) (NP-TMP (JJ early) (@NP-TMP (JJ next) (NN year)))) (PP (IN on) (NP (NP (DT the) (NN manner)) (SBAR (WHPP (IN in) (WHNP (WDT which))) (S (NP (NN stanford)) (VP (VBZ has) (VP (@VP (VBN billed) (NP (DT the) (NN government))) (PP (IN for) (NP (NP (JJ overhead) (NNS costs)) (VP (VBN associated) (PP (IN with) (NP (NN government) (NN research)))))))))))))) (. .)))))
0	0	`` we have recently discovered a number of charges that have been absorbed by the government that neither i nor the taxpayers financing these costs would consider reasonable or proper , '' rep. john d. dingell -lrb- d - mich. -rrb- said in a letter asking federal auditors to step up their examination of research overhead costs at stanford .	(ROOT (S (`` ``) (@S (S (NP (PRP we)) (VP (@VP (VBP have) (ADVP (RB recently))) (VP (VBN discovered) (NP (NP (DT a) (NN number)) (PP (IN of) (NP (NP (NNS charges)) (SBAR (WHNP (WDT that)) (S (VP (VBP have) (VP (VBN been) (VP (@VP (VBN absorbed) (PP (IN by) (NP (NP (DT the) (NN government)) (SBAR (WHNP (WDT that)) (S (NP (CC neither) (@NP (@NP (NP (FW i)) (CC nor)) (NP (DT the) (NNS taxpayers))))))))) (S (VP (VBG financing) (SBAR (S (NP (DT these) (NNS costs)) (VP (MD would) (VP (VB consider) (ADJP (@ADJP (JJ reasonable) (CC or)) (JJ proper))))))))))))))))))) (@S (, ,) (@S ('' '') (@S (NP (@NP (NP (NN rep.) (NN john)) (NP (JJ d.) (@NP (NN dingell) (NN -lrb-)))) (NP (@NP (NP (SYM d)) (: -)) (NP (NN mich.) (NN -rrb-)))) (@S (VP (VBD said) (PP (IN in) (NP (NP (DT a) (NN letter)) (VP (@VP (VBG asking) (NP (JJ federal) (NNS auditors))) (S (VP (TO to) (VP (@VP (@VP (VB step) (PRT (RP up))) (NP (NP (PRP$ their) (NN examination)) (PP (IN of) (NP (NN research) (@NP (NN overhead) (NNS costs)))))) (PP (IN at) (NP (NN stanford)))))))))) (. .))))))))
0	0	he indicated that similar questions may exist at other universities , and investigators said that stanford is only the first of several schools that will come under scrutiny .	(ROOT (S (@S (@S (@S (S (NP (PRP he)) (VP (VBD indicated) (SBAR (IN that) (S (NP (JJ similar) (NNS questions)) (VP (MD may) (VP (VB exist) (PP (IN at) (NP (JJ other) (NNS universities))))))))) (, ,)) (CC and)) (S (NP (NNS investigators)) (VP (VBD said) (SBAR (IN that) (S (NP (NN stanford)) (VP (VBZ is) (NP (@NP (NP (RB only) (@NP (DT the) (JJ first))) (PP (IN of) (NP (JJ several) (NNS schools)))) (SBAR (WHNP (WDT that)) (S (VP (MD will) (VP (VB come) (PP (IN under) (NP (NN scrutiny)))))))))))))) (. .)))
0	0	larry horton , stanford 's associate vice president for public affairs , said that the university has followed proper guidelines in billing the government and provided auditors with what it believes are justifications for the figures challenged in audits .	(ROOT (S (NP (@NP (@NP (NP (NN larry) (NN horton)) (, ,)) (NP (NP (NP (NN stanford) (POS 's)) (@NP (JJ associate) (@NP (NN vice) (NN president)))) (PP (IN for) (NP (JJ public) (NNS affairs))))) (, ,)) (@S (VP (VBD said) (SBAR (IN that) (S (NP (DT the) (NN university)) (VP (VBZ has) (VP (@VP (VP (@VP (VBN followed) (NP (JJ proper) (NNS guidelines))) (PP (IN in) (S (VP (VBG billing) (NP (DT the) (NN government)))))) (CC and)) (VP (@VP (VBN provided) (NP (NNS auditors))) (PP (IN with) (SBAR (WHNP (WP what)) (S (NP (PRP it)) (VP (VBZ believes) (SBAR (S (VP (VBP are) (NP (NP (NNS justifications)) (PP (IN for) (NP (NP (DT the) (NNS figures)) (VP (VBN challenged) (PP (IN in) (NP (NN audits)))))))))))))))))))) (. .))))
0	0	the investigation was triggered by unrest among the stanford faculty over the high overhead rate that the university charges the government for research and complaints from a government auditor .	(ROOT (S (NP (DT the) (NN investigation)) (@S (VP (VBD was) (VP (@VP (@VP (VBN triggered) (PP (IN by) (NP (NN unrest)))) (PP (IN among) (NP (NP (DT the) (@NP (NN stanford) (NN faculty))) (PP (IN over) (NP (DT the) (@NP (JJ high) (@NP (NN overhead) (NN rate)))))))) (SBAR (IN that) (S (NP (DT the) (NN university)) (VP (@VP (VBZ charges) (NP (NP (DT the) (NN government)) (PP (IN for) (NP (@NP (NN research) (CC and)) (NNS complaints))))) (PP (IN from) (NP (DT a) (@NP (NN government) (NN auditor))))))))) (. .))))
0	0	stanford charges the government <num> cents for every dollar the government spends on research at the school to cover those indirect costs , one of the highest rates in the nation .	(ROOT (S (NP (NN stanford)) (@S (VP (@VP (VBZ charges) (NP (DT the) (NN government))) (PP (NP (CD <num>) (NNS cents)) (@PP (IN for) (NP (NP (DT every) (NN dollar)) (SBAR (S (NP (DT the) (NN government)) (VP (@VP (VBZ spends) (PP (IN on) (NP (NN research)))) (PP (IN at) (NP (DT the) (@NP (NN school) (S (VP (TO to) (VP (VB cover) (NP (@NP (NP (DT those) (@NP (JJ indirect) (NNS costs))) (, ,)) (NP (NP (CD one)) (PP (IN of) (NP (NP (DT the) (@NP (JJS highest) (NNS rates))) (PP (IN in) (NP (DT the) (NN nation)))))))))))))))))))) (. .))))
0	0	that means that the government must pay stanford $ <num> million for a $ 1-million research project .	(ROOT (S (NP (DT that)) (@S (VP (VBZ means) (SBAR (IN that) (S (NP (DT the) (NN government)) (VP (MD must) (VP (@VP (@VP (VB pay) (NP (NN stanford))) (NP (QP (@QP ($ $) (CD <num>)) (CD million)))) (PP (IN for) (NP (DT a) (@NP (NP ($ $) (CD 1-million)) (@NP (NN research) (NN project)))))))))) (. .))))
0	0	in fiscal <num> , stanford was paid $ <num> million for government research , including overhead .	(ROOT (S (PP (IN in) (NP (JJ fiscal) (NN <num>))) (@S (, ,) (@S (NP (NN stanford)) (@S (VP (VBD was) (VP (VBN paid) (NP (@NP (@NP (NP (QP (@QP ($ $) (CD <num>)) (CD million))) (PP (IN for) (NP (NN government) (NN research)))) (, ,)) (PP (VBG including) (NP (NN overhead)))))) (. .))))))
0	0	investigators for dingell and the general accounting office , an investigative arm of congress , said they suspect that stanford and other universities shift as much of their operating burden as possible to the government .	(ROOT (S (NP (@NP (@NP (NP (NP (NNS investigators)) (PP (IN for) (NP (@NP (NP (NN dingell)) (CC and)) (NP (DT the) (@NP (JJ general) (@NP (NN accounting) (NN office))))))) (, ,)) (NP (NP (DT an) (@NP (JJ investigative) (NN arm))) (PP (IN of) (NP (NN congress))))) (, ,)) (@S (VP (VBD said) (SBAR (S (NP (PRP they)) (VP (@VP (@VP (VBP suspect) (PP (IN that) (NP (NN stanford) (@NP (CC and) (@NP (JJ other) (@NP (NNS universities) (NN shift))))))) (NP (NP (QP (RB as) (JJ much))) (PP (IN of) (NP (PRP$ their) (@NP (NN operating) (NN burden)))))) (PP (IN as) (ADJP (JJ possible) (PP (TO to) (NP (DT the) (NN government))))))))) (. .))))
0	0	for <num> , stanford is seeking a rate of <num> % .	(ROOT (S (PP (IN for) (NP (NN <num>))) (@S (, ,) (@S (NP (NN stanford)) (@S (VP (VBZ is) (VP (VBG seeking) (NP (NP (DT a) (NN rate)) (PP (IN of) (NP (QP (JJ <num>) (NN %))))))) (. .))))))
0	0	a decrease in the rate would cost stanford millions of dollars .	(ROOT (S (NP (NP (DT a) (NN decrease)) (PP (IN in) (NP (DT the) (NN rate)))) (@S (VP (MD would) (VP (VB cost) (NP (NP (NN stanford) (NNS millions)) (PP (IN of) (NP (NNS dollars)))))) (. .))))
0	0	frank riddle , stanford 's comptroller , said auditors have received additional documentation and he expects the full rate request to be approved .	(ROOT (S (NP (@NP (@NP (NP (JJ frank) (JJ riddle)) (, ,)) (NP (NP (NN stanford) (POS 's)) (NN comptroller))) (, ,)) (@S (VP (VBD said) (SBAR (S (@S (S (NP (NNS auditors)) (VP (VBP have) (VP (VBN received) (NP (JJ additional) (NN documentation))))) (CC and)) (S (NP (PRP he)) (VP (@VP (VBZ expects) (NP (DT the) (@NP (JJ full) (@NP (NN rate) (NN request))))) (S (VP (TO to) (VP (VB be) (VP (VBN approved)))))))))) (. .))))
0	0	for instance , the auditors have questioned $ <num> million in such costs that stanford says should be paid by the government because it represented space and material used for research .	(ROOT (S (PP (IN for) (NP (NN instance))) (@S (, ,) (@S (NP (DT the) (NNS auditors)) (@S (VP (VBP have) (VP (@VP (VBN questioned) (NP (QP (@QP ($ $) (CD <num>)) (CD million)))) (PP (IN in) (NP (NP (JJ such) (NNS costs)) (SBAR (WHNP (WDT that)) (S (VP (VBP stanford) (SBAR (S (VP (VBZ says) (SBAR (S (VP (MD should) (VP (VB be) (VP (@VP (VBN paid) (PP (IN by) (NP (DT the) (NN government)))) (SBAR (IN because) (S (NP (PRP it)) (VP (VBD represented) (NP (NP (@NP (NN space) (CC and)) (NN material)) (VP (VBN used) (PP (IN for) (NP (NN research))))))))))))))))))))))) (. .))))))

who invented the road traffic cone ?	HUM	(ROOT (SBARQ (WHNP (WP who)) (@SBARQ (SQ (VP (VBD invented) (NP (DT the) (@NP (NN road) (@NP (NN traffic) (NN cone)))))) (. ?))))
1	0	david morgan , the company 's managing director and inventor of the plastic cone even collects them .	(ROOT (S (NP (@NP (NP (NN david) (NN morgan)) (, ,)) (NP (NP (NP (DT the) (@NP (NN company) (POS 's))) (@NP (NN managing) (@NP (@NP (NN director) (CC and)) (NN inventor)))) (PP (IN of) (NP (DT the) (@NP (NN plastic) (NN cone)))))) (@S (ADVP (RB even)) (@S (VP (VBZ collects) (NP (PRP them))) (. .)))))
1	0	morgan produced the first pvc cone in <num> while he was working at ici and experimenting with liquid polythene .	(ROOT (S (NP (NN morgan)) (@S (VP (@VP (@VP (VBD produced) (NP (DT the) (@NP (JJ first) (@NP (NN pvc) (NN cone))))) (PP (IN in) (NP (NN <num>)))) (SBAR (IN while) (S (NP (PRP he)) (VP (VBD was) (VP (@VP (VP (VBG working) (PP (IN at) (NP (NN ici)))) (CC and)) (VP (VBG experimenting) (PP (IN with) (NP (JJ liquid) (NN polythene))))))))) (. .))))
0	0	morgan was runner-up in a recent british television vote for the most boring man in britain -lrb- the winner collected brown paper bags -rrb- .	(ROOT (S (NP (NN morgan)) (@S (VP (VBD was) (ADJP (JJ runner-up) (PP (IN in) (NP (NP (DT a) (@NP (JJ recent) (@NP (JJ british) (@NP (NN television) (NN vote))))) (PP (IN for) (NP (@NP (NP (DT the) (@NP (ADJP (RBS most) (JJ boring)) (NN man))) (PP (IN in) (NP (NN britain) (CD -lrb-)))) (NP-TMP (NP (DT the) (NN winner)) (VP (VBN collected) (S (NP (JJ brown) (@NP (NN paper) (NNS bags))) (ADJP (JJ -rrb-))))))))))) (. .))))
0	0	morgan spotted one suspended over a naked bulb outside a brothel in amsterdam .	(ROOT (S (NP (NN morgan)) (@S (VP (VBD spotted) (NP (NP (CD one)) (VP (VBN suspended) (PP (IN over) (NP (NP (DT a) (@NP (JJ naked) (NN bulb))) (PP (IN outside) (NP (NP (DT a) (NN brothel)) (PP (IN in) (NP (NNP amsterdam)))))))))) (. .))))
0	0	morgan has done well from the cones .	(ROOT (S (NP (NN morgan)) (@S (VP (VBZ has) (VP (@VP (VBN done) (ADVP (RB well))) (PP (IN from) (NP (DT the) (NNS cones))))) (. .))))
0	0	but morgan sells cones to police forces and traffic authorities as far away as saudi arabia and china , as well as large and engineering companies across the uk .	(ROOT (S (CC but) (@S (NP (NNP morgan)) (@S (VP (@VP (VBZ sells) (NP (NNS cones))) (PP (TO to) (NP (NP (NN police) (@NP (NNS forces) (@NP (CC and) (@NP (NN traffic) (NNS authorities))))) (UCP (ADVP (IN as) (@ADVP (ADVP (RB far) (RB away)) (PP (IN as) (NP (NN saudi) (@NP (@NP (NN arabia) (CC and)) (NN china)))))) (@UCP (, ,) (@UCP (CONJP (RB as) (@CONJP (RB well) (IN as))) (NP (NP (ADJP (@ADJP (JJ large) (CC and)) (NN engineering)) (NNS companies)) (PP (IN across) (NP (DT the) (NN uk)))))))))) (. .)))))
0	0	'we get orders from all over the world , ' says morgan .	(ROOT (S (`` `) (@S (S (NP (PRP we)) (VP (@VP (VBP get) (NP (NNS orders))) (PP (IN from) (NP (NP (DT all)) (PP (IN over) (NP (DT the) (NN world))))))) (@S (, ,) (@S ('' ') (@S (@S (VP (VBZ says)) (NP (NN morgan))) (. .)))))))
0	0	morgan 's company makes everything from the diminutive 13-inch traffic cone to the giant highwayman .	(ROOT (S (NP (NP (NN morgan) (POS 's)) (NN company)) (@S (VP (@VP (VBZ makes) (NP (NN everything))) (PP (IN from) (NP (NP (DT the) (@NP (JJ diminutive) (@NP (JJ 13-inch) (@NP (NN traffic) (NN cone))))) (PP (TO to) (NP (DT the) (@NP (JJ giant) (NN highwayman))))))) (. .))))
0	0	personalised wedding cones decorated with lace and frills are available to order and morgan sells about <num> special black funeral cones a week .	(ROOT (S (S (NP (NP (JJ personalised) (@NP (NN wedding) (NNS cones))) (VP (VBN decorated) (PP (IN with) (NP (@NP (NN lace) (CC and)) (NNS frills))))) (VP (VBP are) (ADJP (JJ available) (S (VP (TO to) (VP (@VP (VB order) (CC and)) (VB morgan))))))) (@S (@S (VP (VBZ sells) (PP (IN about) (NP (NN <num>)))) (NP (NP (JJ special) (@NP (JJ black) (@NP (JJ funeral) (NNS cones)))) (NP-TMP (DT a) (NN week)))) (. .))))
0	0	is morgan proud of his job ?	(ROOT (SQ (@SQ (@SQ (VBZ is) (NP (JJ morgan))) (NP (NP (NN proud)) (PP (IN of) (NP (PRP$ his) (NN job))))) (. ?)))
0	0	in the interests of safety an ordinary motorway contra -flow requires about <num> road cones .	(ROOT (S (PP (IN in) (NP (NP (DT the) (NNS interests)) (PP (IN of) (NP (NN safety))))) (@S (NP (@NP (NP (DT an) (@NP (JJ ordinary) (@NP (NN motorway) (NN contra)))) (: -)) (NP (NN flow))) (@S (VP (VBZ requires) (PP (IN about) (NP (NN <num>) (@NP (NN road) (NNS cones))))) (. .)))))
0	0	'for me road cones hold an extraordinary fascination , and i can spot a different design at <num> yards , ' he says .	(ROOT (S (`` `) (@S (S (@S (@S (S (PP (IN for) (NP (PRP me))) (@S (NP (NN road) (NNS cones)) (VP (VBP hold) (NP (DT an) (@NP (JJ extraordinary) (NN fascination)))))) (, ,)) (CC and)) (S (NP (FW i)) (VP (MD can) (VP (@VP (VB spot) (NP (DT a) (@NP (JJ different) (NN design)))) (PP (IN at) (NP (JJ <num>) (NNS yards))))))) (@S (, ,) (@S ('' ') (@S (NP (PRP he)) (@S (VP (VBZ says)) (. .))))))))
0	0	britain , with the best road safety record in the world , has persuaded other countries to invest in cones and <num> per cent of their sales are overseas , mostly to mainland europe .	(ROOT (S (@S (@S (S (NP (@NP (@NP (NP (NN britain)) (, ,)) (PP (IN with) (NP (NP (DT the) (@NP (JJS best) (@NP (NN road) (@NP (NN safety) (NN record))))) (PP (IN in) (NP (DT the) (NN world)))))) (, ,)) (VP (VBZ has) (VP (@VP (VBN persuaded) (NP (JJ other) (NNS countries))) (S (VP (TO to) (VP (VB invest) (PP (IN in) (NP (NNS cones))))))))) (CC and)) (S (NP (NP (NN <num>)) (PP (IN per) (NP (NP (NN cent)) (PP (IN of) (NP (PRP$ their) (NNS sales)))))) (VP (@VP (@VP (@VP (VBP are) (ADVP (RB overseas))) (, ,)) (ADVP (RB mostly))) (PP (TO to) (NP (NN mainland) (NN europe)))))) (. .)))
0	0	he has even diversified into road signs , barrier systems , flashing lamps and paint for marking out white and yellow lines .	(ROOT (S (NP (PRP he)) (@S (VP (@VP (VBZ has) (ADVP (RB even))) (VP (VBN diversified) (PP (IN into) (S (NP (@NP (@NP (NP (NN road) (NNS signs)) (, ,)) (NP (NN barrier) (NNS systems))) (, ,)) (VP (@VP (VBG flashing) (NP (@NP (NNS lamps) (CC and)) (NN paint))) (PP (IN for) (S (VP (@VP (VBG marking) (PRT (RP out))) (NP (ADJP (@ADJP (JJ white) (CC and)) (JJ yellow)) (NNS lines)))))))))) (. .))))
0	0	in britain , the <num> -page traffic sign regulation and general directions booklet gives precise dimensions and colours of cones , and the layout needed for certain types of traffic control .	(ROOT (S (PP (IN in) (NP (NN britain))) (@S (, ,) (@S (@S (@S (@S (S (NP (@NP (NP (DT the) (NN <num>)) (: -)) (NP (NN page) (@NP (NN traffic) (@NP (NN sign) (@NP (NN regulation) (@NP (CC and) (@NP (JJ general) (@NP (NNS directions) (NN booklet))))))))) (VP (VBZ gives) (NP (NP (JJ precise) (@NP (@NP (NNS dimensions) (CC and)) (NNS colours))) (PP (IN of) (NP (NNS cones)))))) (, ,)) (CC and)) (S (NP (DT the) (NN layout)) (VP (VBN needed) (PP (IN for) (NP (NP (JJ certain) (NNS types)) (PP (IN of) (NP (NN traffic) (NN control)))))))) (. .)))))
